Accession,Gene,protein length,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17,prot.18,prot.19,prot.20,prot.21,prot.22,prot.23,prot.24,prot.25,prot.26,prot.27,prot.28,prot.29,prot.30,prot.31,prot.32,prot.33,prot.34,prot.35,prot.36,prot.37,prot.38,prot.39,prot.40,prot.41,prot.42,RNA.1,RNA.2,RNA.3,RNA.4,RNA.5,RNA.6,RNA.7,RNA.8,RNA.9,RNA.10,RNA.11,RNA.12,RNA.13,RNA.14,RNA.15,RNA.16,RNA.17,RNA.18,RNA.19,RNA.20,RNA.21,RNA.22,RNA.23,RNA.24,RNA.25,RNA.26,RNA.27,RNA.28,RNA.29,RNA.30,RNA.31,RNA.32,RNA.33,RNA.34,RNA.35,RNA.36,RNA.37,RNA.38,RNA.39,RNA.40,RNA.41,RNA.42,GR.cluster,NM.cluster,GR.Pearson.r,NM.Pearson.r,all.Pearson.r,GR.Spearman.rho,NM.Spearman.rho,all.Spearman.rho
Q08446,SGT1,395,9.145098411,8.252831387,10.12109064,12.27018254,11.81691513,10.8061942,6.476583886,7.672910777,6.721566335,9.894126716,8.02423507,7.989967444,8.977872353,9.039666244,9.800831505,12.03354892,11.69755158,13.31951996,11.85660327,16.39277146,12.66164399,17.22797479,19.55475996,20.77426426,21.30624754,9.55526336,13.06676187,6.621255612,12.38300405,12.96430785,15.9510504,18.80568182,15.89908819,15.77550039,13.77490574,15.50113498,12.01724996,15.31078134,11.28763584,11.46627617,15.44231923,12.38506013,0.162037157,0.13358201,0.196654372,0.379017199,0.363381104,0.302742686,0.154675237,0.199023854,0.210413651,0.187685378,0.200495575,0.190914208,0.271696153,0.285272543,0.263204841,0.310253073,0.299410931,0.335924118,0.433154457,0.429231474,0.541496862,0.50942699,0.395830186,0.422363486,0.378368076,0.393531055,0.359019306,0.189103079,0.162216404,0.126655223,0.11454233,0.127725593,0.109669558,0.155391302,0.156805782,0.153820943,0.214083597,0.260517477,0.240393865,0.194311474,0.175767197,0.197032343,3,1,0.782438159,0.263936099,0.286689585,0.715170279,0.02014652,0.138805607
Q08448,YOR059C,450,49.02622561,51.38401345,52.13777883,46.41980955,48.47332433,43.69431099,34.19241088,36.81879071,28.56489159,34.86680248,30.58600891,34.04793583,30.54463663,29.06731431,33.60566727,30.17819554,27.1402808,23.49031757,24.33701559,22.99264026,27.68629483,71.63804784,83.94871666,90.34685663,81.48651279,37.83554427,45.12430686,17.35275792,33.64441281,33.55785922,50.56527822,66.9096883,49.93055148,54.89681307,43.47427125,40.37593978,43.84526543,61.49818111,43.39494131,42.96790835,56.16320184,47.70419208,0.189536688,0.229256599,0.264581501,0.432148663,0.432006946,0.344038445,0.203636374,0.226365646,0.244892099,0.227709282,0.226540604,0.220501013,0.348665563,0.307758642,0.336972821,0.298658443,0.300404196,0.31711106,0.455213112,0.447877872,0.580023551,0.576164952,0.501910509,0.550732905,0.492989634,0.448111767,0.456850995,0.255040486,0.228917947,0.166283835,0.137730174,0.140800163,0.132195424,0.155940884,0.168408105,0.159876711,0.256662916,0.306847519,0.278454395,0.226781291,0.247248957,0.238946897,3,1,-0.543686814,0.542978745,0.251822644,-0.708978328,0.327228327,-0.035086298
Q08484,GYP1,637,39.22357653,34.39753241,28.64547162,60.31834367,53.31207413,45.17497849,29.11822337,29.77082942,30.34707941,38.59831151,32.58183779,37.09435465,41.14281925,38.75132201,38.6096456,55.67583263,51.78331144,48.85597929,52.80149815,55.03019083,63.13950753,103.3199569,95.39711574,78.68526888,64.61436898,38.15762336,48.70570295,23.54213946,43.54758918,48.88252499,59.63620927,69.5179126,60.00158516,60.47761776,49.36352867,53.39956552,50.95815836,58.40049293,41.99933982,60.3966882,58.67668728,55.54966603,0.129852862,0.146918178,0.166178939,0.323009226,0.314661933,0.270431871,0.132702376,0.157500188,0.164586946,0.151995104,0.149247784,0.154207045,0.216868573,0.205209434,0.210711302,0.215061486,0.2148645,0.228077996,0.274166806,0.308415737,0.403720456,0.414109087,0.35919121,0.384503411,0.287534324,0.276439369,0.265908092,0.158807907,0.141255922,0.103912783,0.094809855,0.099549165,0.088805724,0.124272404,0.129611251,0.132307385,0.154240681,0.191927034,0.164929104,0.141423519,0.138090968,0.152446093,3,1,0.850374993,0.523437689,0.523876782,0.742002064,0.131868132,0.196661535
Q08491,SKI7,747,9.988583872,8.426044693,7.90267349,10.736769,10.32791881,10.42346979,6.970180778,7.244126782,5.820584226,9.878539702,7.562287178,8.206397237,7.913142056,6.902734334,9.139930031,10.02641087,8.872981888,8.997756662,11.10197471,11.27787909,11.04887667,16.19189215,15.7466055,19.3061628,20.78426392,10.77502556,12.94214076,6.513792474,9.505232839,11.18123037,9.849711619,17.98859457,14.50493996,13.82812416,10.59618965,12.72451692,11.43627419,13.64190597,8.921175668,8.965152651,15.42160548,10.45615295,0.06401461,0.05818241,0.085505408,0.144293204,0.15052299,0.130275345,0.072878328,0.077233165,0.080708008,0.080371047,0.083377891,0.078081036,0.119597253,0.121397585,0.117001491,0.120881449,0.118319922,0.148247166,0.187402626,0.192091654,0.228203075,0.223166109,0.167939742,0.178554978,0.153197532,0.157601725,0.141660467,0.076297014,0.062215666,0.059024373,0.050711495,0.054543087,0.045835833,0.062160778,0.069877253,0.071373207,0.100705335,0.119074172,0.102841363,0.081680198,0.065157848,0.075074569,3,1,0.659137065,0.397557828,0.29221024,0.463364293,0.192918193,0.192123815
Q08548,ALE1,619,166.2821038,151.2333838,155.3870926,226.8232792,255.6289838,233.2379832,134.1549902,153.5571337,113.1848986,175.6389421,152.1224825,153.1073167,163.4457826,162.4144552,181.1785182,185.5839324,196.9986151,193.8290533,191.9937727,199.8822456,224.4520199,509.5732144,598.6727402,523.7632966,361.2233321,185.5390419,226.3432301,109.8250119,201.0593371,223.9072548,287.0387725,325.6089901,290.8631343,269.3310007,223.5561499,242.4248806,208.7121835,318.1929618,221.8285678,222.9279175,269.798682,224.3222592,0.170490741,0.184431602,0.199651933,0.372936033,0.340598619,0.319190348,0.173395021,0.211628253,0.218880164,0.213351124,0.198171444,0.192590721,0.297081037,0.28963909,0.28150921,0.303795297,0.311138745,0.328288537,0.478682878,0.444968409,0.529101294,0.512796743,0.421183844,0.467104472,0.369073219,0.358758146,0.338864408,0.176053972,0.176656388,0.142441865,0.126308539,0.137380277,0.128537705,0.175747896,0.191283353,0.172290446,0.185245543,0.233824112,0.213417184,0.177094693,0.187959344,0.18763773,3,1,0.802734782,0.624100416,0.421168688,0.799793602,0.250915751,0.154201442
Q08553,SYC1,188,0,5.813897864,5.644525338,0,7.10194294,7.085419329,7.219827757,6.361138498,0,10.77051896,9.443339616,9.196718701,0,10.82355368,9.89467835,15.90234182,17.94416132,12.52385926,17.29717768,16.69516066,17.11584579,0,12.29528649,11.32177279,8.69742341,7.694842063,7.938873492,0,12.16869147,12.23854126,8.45209165,7.830629312,9.561986726,0,12.63747303,13.99201609,0,6.436806285,6.766415152,24.07746692,14.34109678,17.0931846,0.06782055,0.081737425,0.098022456,0.169436127,0.161597645,0.166143889,0.08901443,0.102705146,0.113274994,0.103948187,0.095897345,0.10935641,0.147481774,0.169379592,0.134539983,0.173774802,0.165011778,0.181155657,0.221102668,0.248333744,0.288467167,0.286897359,0.226852368,0.217983382,0.143543986,0.130066083,0.14363089,0.102945938,0.086694579,0.071619802,0.060433091,0.062878171,0.058513082,0.087861096,0.095275366,0.096707109,0.113468414,0.11910166,0.111477657,0.107644138,0.089533392,0.096251001,3,1,0.732921717,-0.216063437,0.195546532,0.743538302,-0.293697653,0.183349309
Q08558,DCI1,271,82.84271993,104.8286575,78.52727701,128.2914262,102.2382478,120.8422512,26.40223981,29.70822154,33.91056897,35.76498876,31.62078195,28.68659644,25.36758188,21.35334087,37.27085405,20.33330865,16.35092554,20.22253,13.90748801,19.38553897,36.01077783,78.69974415,52.20207545,73.46505571,105.3656804,88.03852717,116.0713851,40.15399455,66.71610301,69.54508519,328.0315926,312.6674652,291.5093992,67.41596339,86.81098422,94.54615635,82.76597131,70.24668312,108.7226348,46.36947206,79.91888822,65.51643571,0.185189877,0.580489553,0.226632112,0.553772768,0.532879575,0.445083245,0.101867085,0.116361596,0.123194912,0.104569208,0.116107793,0.103718051,0.160876064,0.144077959,0.151723689,0.147144699,0.163087068,0.161679326,0.176868776,0.199579621,0.229073567,0.689880365,0.642906178,0.722079925,0.502108061,0.490571093,0.508903643,0.108240826,0.118398501,0.066285388,0.215985313,0.246257656,0.239554973,0.136113063,0.13877446,0.138554528,0.187596557,0.252616952,0.27879308,0.09101854,0.097108634,0.097786203,2,1,0.720626059,0.074988598,0.226947863,0.155830753,0.517094017,0.500688761
Q08562,ULS1,1619,1.75475299,1.654758741,1.6643236,2.380672031,3.393468075,2.231840322,1.606967315,1.748274189,1.010063226,2.397118219,1.779958976,2.041397514,2.347483922,2.055453174,2.475028133,2.908806626,3.519328239,3.349617048,3.699232645,3.574109725,3.635416651,2.944147035,4.381164921,5.843208072,4.061929232,2.080716662,2.380797994,1.122316814,2.274404349,2.296830973,2.765040761,4.315963423,2.693560356,2.976579379,2.656486603,2.843903602,2.241438038,3.123570951,2.349277497,2.877409353,3.496668862,2.511321472,0.052157819,0.051080695,0.06526471,0.117252921,0.107516237,0.094450565,0.05961411,0.064101539,0.064201472,0.06656975,0.062961757,0.062043182,0.097978841,0.097689481,0.095088769,0.110833091,0.10610101,0.122772577,0.157179666,0.154710984,0.180803606,0.169446618,0.134965582,0.140252167,0.111844854,0.116586762,0.103255386,0.060793733,0.053516332,0.04428799,0.046787483,0.046600851,0.039163039,0.053649904,0.05583998,0.052721842,0.068023187,0.086578167,0.071091391,0.061625828,0.054919057,0.063691138,3,1,0.893380139,0.396630569,0.508990747,0.878224974,0.133699634,0.410096427
Q08581,SLK19,821,1.969823953,2.294892584,0,3.523260092,4.893962763,0,0,0,1.925523539,0,0,2.143864573,2.39989539,0,0,3.952803595,0,0,0,0,0,5.382746178,5.925473788,0,0,0,0,1.492704237,3.288966317,0,4.215809018,0,0,3.773254114,3.748828221,0,3.076629286,4.537595281,0,0,0,0,0.091022631,0.065209166,0.121005179,0.267000588,0.259166362,0.218902797,0.121950273,0.134631667,0.141844551,0.15748803,0.167080684,0.14941801,0.226560431,0.236169727,0.254706012,0.2773747,0.242084213,0.262976806,0.38893098,0.36414072,0.485411643,0.36058011,0.293853326,0.291963759,0.284106335,0.245357661,0.190047401,0.130370332,0.096464075,0.094187954,0.097284596,0.104152756,0.086652534,0.112823265,0.137024035,0.138246843,0.167602893,0.21294938,0.173009152,0.148038949,0.096215718,0.122485071,3,1,-0.255775985,0.353790299,0.046478636,-0.276573317,0.271548989,0.017420332
Q08601,MCA1,432,180.4732676,132.4781234,186.2625238,251.8760696,214.4697196,264.9908988,153.382531,171.9759348,191.9606401,213.2635454,156.3611777,175.1112281,197.3359714,208.2309371,212.7271515,223.1422113,240.142573,215.815451,231.8695705,201.0255361,232.2797949,295.2321193,268.3293573,495.3471326,397.5485319,197.2256066,256.0430905,108.2993404,179.5333916,218.7155379,205.1962772,333.8560357,290.1397007,274.4138674,202.1492751,260.9228504,198.0788526,240.1905161,177.7837034,184.9239126,219.7572335,196.0082777,0.222367715,0.182392629,0.278281737,0.544167441,0.541792852,0.439668155,0.2514528,0.270649252,0.294369219,0.300839734,0.286149053,0.310674816,0.439364008,0.428843546,0.423213964,0.482999065,0.464893209,0.587901407,0.839581058,0.750495817,0.979885735,0.697856608,0.578694678,0.635122105,0.615632339,0.54009962,0.56749855,0.318033519,0.253853833,0.206964399,0.200177559,0.204094626,0.174389079,0.252491737,0.265063738,0.254560121,0.327036915,0.377071725,0.309877054,0.235186449,0.201134285,0.248331211,3,1,0.70619959,0.493429904,0.356933102,0.845201238,0.282661783,0.363098614
Q08641,ABP140,628,111.195847,105.020661,109.4306601,124.317727,141.492444,130.5188487,83.18158832,87.47565791,95.68194962,141.5102551,103.7738744,112.6482439,125.6285716,125.0348636,126.4336703,169.9566711,192.3275809,184.0650432,211.4647501,225.6482712,207.843885,136.1040769,287.8442299,224.8655809,217.5251649,115.2171237,150.574611,75.59462731,140.3436191,147.9888572,172.4246207,225.3253919,192.8506689,157.9978334,158.4113976,158.1712586,138.4265679,183.8931803,149.1481496,165.621354,181.8408262,169.3726499,0.153985758,0.112450582,0.211097205,0.397745399,0.39212594,0.341782027,0.20032642,0.211460497,0.226212775,0.234340635,0.214098759,0.221608146,0.330205212,0.331629995,0.339121685,0.358491768,0.373659695,0.449349275,0.58389645,0.584590495,0.730779268,0.539142814,0.462958626,0.475723756,0.386690097,0.436762234,0.37952096,0.235571006,0.175690981,0.128334999,0.157152883,0.182407887,0.136079794,0.196584692,0.196990847,0.188076142,0.229284587,0.285880329,0.259860555,0.199972856,0.144598491,0.197203368,3,1,0.890983946,0.180548754,0.437067888,0.886480908,-0.163003663,0.263106717
Q08645,MET7,548,54.54135941,48.84128025,51.52305537,80.28037047,66.84981795,52.42708106,41.770355,38.07029143,62.07841826,73.03053288,64.86522029,60.96296476,57.54500872,66.00418294,68.87387686,93.11144505,108.4068368,105.389525,126.8039454,128.9039491,134.296067,98.93815189,94.48900796,149.6493854,89.90339003,47.90908954,54.19872429,42.45348814,71.32186004,69.61158452,75.87969478,90.35845603,69.18682067,82.46693122,74.57907001,81.27133356,64.85903776,68.93158064,63.88868323,96.44070822,93.24089674,86.22706458,0.089652579,0.059913804,0.108773861,0.24237655,0.247544264,0.214153983,0.100756923,0.119757524,0.128178995,0.127385811,0.123658036,0.116824034,0.203521688,0.212856973,0.19836181,0.265677752,0.257938671,0.317590065,0.452511212,0.42213703,0.538626311,0.325261838,0.27938954,0.277421461,0.24815709,0.22037102,0.206484221,0.130146481,0.089520718,0.089461715,0.086589002,0.083631384,0.077765376,0.112728253,0.120231575,0.106600186,0.153382744,0.170389941,0.14965652,0.133883278,0.105451346,0.12479526,1,1,0.93701492,0.338236976,0.686830855,0.894736842,0.141025641,0.455311563
Q08651,ENV9,330,40.78340851,28.06771677,35.60261588,30.56156409,27.76957716,44.43777431,26.75150178,30.70439316,17.92706614,33.23491282,29.32821559,31.76553179,30.9025525,34.00747665,34.87165692,54.89397866,49.47522322,52.64731569,58.32534579,59.95870444,58.49215257,48.75284263,30.26604084,50.81794531,53.62395777,29.34236983,30.21375599,16.65309933,58.2491753,36.71093528,43.83759199,38.4631436,36.38204237,51.00388049,43.23196229,44.05140669,32.83113109,36.84818843,36.27519928,34.50956589,39.61263894,33.13042884,0.187094492,0.10947187,0.222131707,0.385164325,0.381632525,0.336308476,0.191374963,0.215675392,0.238972675,0.232781668,0.195306275,0.228472276,0.341634735,0.328660338,0.317249262,0.389749607,0.41265755,0.487249069,0.566284235,0.582544274,0.782977368,0.496055929,0.402452487,0.392855569,0.474374823,0.467593739,0.461024108,0.225580375,0.168736818,0.146640472,0.136013089,0.132143756,0.101721283,0.193045489,0.194762327,0.191612022,0.249824503,0.270652006,0.234965836,0.184959662,0.162712356,0.210422075,3,1,0.843111214,0.01458606,0.462369248,0.750257998,-0.150793651,0.23150474
Q08683,APC5,685,0.877628589,1.023164579,0.630642332,0.931806221,1.175233753,1.183480246,0.876402854,0.91708919,0.828778834,1.055303436,0.920222993,1.116375164,0.9532975,1.235249984,1.094902953,1.316728892,1.962970785,1.335646118,1.916097271,1.405981453,1.420282852,1.125848759,1.865658063,0.748343167,0.874169284,0.948548442,1.186694406,0.820018892,1.463249554,1.409174071,1.395011347,1.111470848,1.467502869,1.58213391,1.71693924,1.578598337,0.817453013,1.462169544,1.048638143,1.906589549,1.466380636,1.202052906,0.055417201,0.052724944,0.067028139,0.11544107,0.109704234,0.094673897,0.066233814,0.067433594,0.071791474,0.065630231,0.071368669,0.071532562,0.106004042,0.101349301,0.112084861,0.12543411,0.10605878,0.124658083,0.159816215,0.160615455,0.201223653,0.15271935,0.125544363,0.14288905,0.111146539,0.115771212,0.108813104,0.065828774,0.052855803,0.047224913,0.046572232,0.042726995,0.040884942,0.058415426,0.069209776,0.062204602,0.07688035,0.082750292,0.080185563,0.069843852,0.056261148,0.061724861,3,1,0.679305042,-0.28686929,0.117155241,0.748194014,-0.341880342,-0.002836075
Q08685,CLP1,445,19.56903328,18.7295573,24.76733193,27.32404414,34.25328345,21.5908563,16.53100391,17.26621695,24.81545324,22.41083979,18.06302222,18.73202308,20.96886078,22.69489587,21.3576469,22.90435608,26.86502261,23.38323346,27.53602352,23.45390077,31.7522191,43.42164451,71.03104245,45.33785493,40.03207489,19.16067673,24.89204772,14.24017893,22.59296891,24.43676377,28.8182455,31.72006087,30.09499236,31.17795609,27.84003778,23.63790801,20.91767664,36.34536775,24.75484734,28.47423239,34.91719698,29.81280507,0.074027549,0.060582614,0.072407968,0.127966697,0.117058187,0.110687494,0.065169289,0.072048897,0.073198113,0.069287038,0.077649572,0.069982607,0.094271364,0.08452859,0.095685677,0.1003698,0.113035211,0.121119682,0.147536966,0.126913921,0.185576156,0.164781833,0.117677915,0.14008659,0.143668787,0.137285622,0.126188193,0.075099796,0.066663005,0.047049074,0.047612169,0.045710869,0.038115139,0.059146437,0.064223357,0.060511372,0.067860792,0.075875962,0.069036911,0.060265719,0.053045799,0.066767366,3,1,0.805289301,0.381815759,0.323378093,0.708978328,0.148351648,0.125354509
Q08686,TUM1,304,379.0906449,403.9403314,297.2537772,384.7426919,509.6144649,332.7747367,268.1133747,313.1347551,395.6802727,402.6954551,347.6333629,372.5150971,364.9952848,350.5189677,334.5111546,485.4883239,533.6431101,486.7341027,609.1925892,644.9187513,601.6614712,645.8878267,851.652654,630.6058156,475.4002188,264.4726288,379.246368,425.3253069,561.9371952,549.0135899,558.6309162,567.0430853,500.8357832,827.1622581,739.6882381,565.749913,316.1991011,556.086998,361.6912604,1011.737101,642.3093702,738.4898528,0.294074871,0.312047276,0.354224014,0.570956273,0.510651751,0.448246796,0.291858011,0.340871007,0.343741488,0.327768393,0.296553004,0.302636683,0.415997308,0.41376012,0.404645729,0.408294272,0.394666241,0.432126753,0.517249167,0.550517656,0.688986643,0.678293497,0.533177815,0.569324057,0.466288672,0.498185479,0.458682551,0.323191998,0.297260019,0.223372842,0.174549879,0.185818633,0.170363872,0.305815512,0.316649686,0.290381147,0.297636789,0.351059499,0.308558268,0.27149677,0.293665139,0.293173401,3,1,0.786056476,-0.07370521,0.050668972,0.595459236,-0.148351648,-0.013856252
Q08687,TMA16,178,106.2155864,90.58359735,112.6182895,146.9825304,194.845622,163.8312836,87.24047519,94.70789799,129.8103748,135.5958609,119.4111705,118.5122609,142.7242667,166.1043441,146.204845,318.1524109,341.1747732,191.1441684,450.0682464,367.3586496,381.2874472,224.6736047,337.5614643,235.4165521,249.1675081,194.7188497,224.7541471,77.99865544,174.4669782,149.0881366,215.275221,251.6602106,188.4394261,171.456504,174.5898464,166.4480872,209.9269643,260.3653554,206.6989024,220.1788504,195.082523,238.0586276,0.260302008,0.159947781,0.308558382,0.668019525,0.662413165,0.543978374,0.29034015,0.312070671,0.355522612,0.333943769,0.318960489,0.304371444,0.449405038,0.486365201,0.475035492,0.674443688,0.586176603,0.655911323,0.961767804,0.901028974,1.233508434,0.923416656,0.766415307,0.720753846,0.75714713,0.780439374,0.639663232,0.30916541,0.213727842,0.176196284,0.21868339,0.214570799,0.181590984,0.279139983,0.287120219,0.260445415,0.383527911,0.449101571,0.372555634,0.308527842,0.185977299,0.27474982,3,1,0.910049253,0.392187754,0.685845157,0.966976264,0.278998779,0.494044243
Q08689,NAT5,176,19.47795929,13.27852131,0,27.20182668,13.80865186,16.12770943,19.39946954,10.28767854,33.31405824,39.21149701,30.84150766,31.41619419,36.17342256,0,27.77489145,64.84774399,0,71.47397025,0,99.51959439,94.85734619,44.75670463,12.93589871,0,0,32.09130379,40.75461639,33.80251135,52.99156651,50.43083662,30.25084761,0,31.01774492,42.33414266,50.8681659,48.8190387,30.99864945,21.18332876,0,0,40.78599604,106.1756683,0.128916673,0.113456068,0.155862807,0.32085392,0.278694405,0.232357219,0.150623814,0.159458393,0.185148335,0.186986436,0.158216362,0.165971939,0.276939045,0.273031001,0.302677936,0.377061964,0.339738295,0.399510131,0.567358675,0.565095171,0.684428175,0.406520478,0.356695161,0.328670423,0.482746798,0.373603632,0.370485659,0.191429542,0.144629613,0.111019407,0.114038921,0.125806024,0.116780246,0.173260044,0.18962338,0.193375305,0.208777621,0.239689619,0.242415816,0.174279116,0.138519496,0.175147804,1,1,0.598279487,-0.246669478,0.250807139,0.420130133,-0.238212997,0.067340597
